Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
1,NewOrder,1582799458.195981,3565922,2,0
2,Payment,1582799458.195981,3560916,6,0
2,Payment,1582799458.197098,3561402,4,0
1,NewOrder,1582799458.198190,3578155,7,0
2,Payment,1582799458.199282,3561297,6,0
1,NewOrder,1582799458.200375,3578594,4,0
2,Payment,1582799458.201476,3563805,6,0
2,Payment,1582799458.202602,3563096,2,0
2,Payment,1582799458.203731,3563421,5,0
5,StockLevel,1582799458.204849,3567272,0,0
2,Payment,1582799458.205945,3563598,6,0
2,Payment,1582799458.205948,3563500,2,0
2,Payment,1582799458.207037,3563686,8,0
2,Payment,1582799458.208125,3562774,5,0
5,StockLevel,1582799458.209241,3564971,2,0
2,Payment,1582799458.210330,3562872,6,0
1,NewOrder,1582799458.211420,3578839,8,0
1,NewOrder,1582799458.212505,3568019,5,0
2,Payment,1582799458.213599,3568240,0,0
4,Delivery,1582799458.214678,3595192,6,0
5,StockLevel,1582799458.215772,3564696,2,0
2,Payment,1582799458.216840,3561578,3,0
2,Payment,1582799458.217923,3563359,7,0
1,NewOrder,1582799458.219023,3575230,3,0
2,Payment,1582799458.219024,3564431,4,0
5,StockLevel,1582799458.220118,3567670,2,0
2,Payment,1582799458.221213,3563547,5,0
1,NewOrder,1582799458.222304,3578047,7,0
2,Payment,1582799458.223392,3570235,9,0
1,NewOrder,1582799458.224488,3590776,0,0
2,Payment,1582799458.225577,3561839,4,0
2,Payment,1582799458.226670,3564420,1,0
1,NewOrder,1582799458.227761,3577260,5,0
2,Payment,1582799458.228843,3562656,4,0
2,Payment,1582799458.229930,3569435,2,0
2,Payment,1582799458.229932,3565213,8,0
2,Payment,1582799458.231021,3567840,1,0
2,Payment,1582799458.232104,3563469,4,0
5,StockLevel,1582799458.233195,3566679,9,0
1,NewOrder,1582799458.234287,3574500,3,0
1,NewOrder,1582799458.235379,3574868,8,0
1,NewOrder,1582799458.236470,3568644,4,0
1,NewOrder,1582799458.237559,3602278,1,0
2,Payment,1582799458.238648,3569040,2,0
3,OrderStatus,1582799458.239732,3564401,9,0
2,Payment,1582799458.240825,3564221,7,0
2,Payment,1582799458.241908,3572030,9,0
2,Payment,1582799458.242999,3566170,5,0
2,Payment,1582799458.242999,3566388,7,0
2,Payment,1582799458.244090,3565014,4,0
2,Payment,1582799458.245175,3571648,2,0
2,Payment,1582799458.246267,3567015,3,0
1,NewOrder,1582799458.247357,3575904,4,0
1,NewOrder,1582799458.248454,3578173,5,0
2,Payment,1582799458.249547,3564476,7,0
1,NewOrder,1582799458.250681,3584985,6,0
2,Payment,1582799458.251888,3563771,8,0
2,Payment,1582799458.252971,3564353,3,0
2,Payment,1582799458.252972,3569606,9,0
5,StockLevel,1582799458.254070,3564200,7,0
5,StockLevel,1582799458.255159,3569592,0,0
3,OrderStatus,1582799458.256249,3561608,8,0
4,Delivery,1582799458.257329,3632642,2,0
1,NewOrder,1582799458.258424,3578700,3,0
1,NewOrder,1582799458.259516,3579631,8,0
2,Payment,1582799458.260609,3564204,7,0
1,NewOrder,1582799458.261700,3583927,9,0
2,Payment,1582799458.262788,3564402,4,0
2,Payment,1582799458.263839,3569657,0,0
1,NewOrder,1582799458.264928,3578746,7,0
1,NewOrder,1582799458.264930,3576664,5,0
2,Payment,1582799458.266019,3565418,4,0
2,Payment,1582799458.267108,3567664,4,0
1,NewOrder,1582799458.268271,3598132,0,0
2,Payment,1582799458.269355,3568813,4,0
2,Payment,1582799458.270444,3568729,6,0
2,Payment,1582799458.271539,3569274,3,0
1,NewOrder,1582799458.272631,3578759,4,0
5,StockLevel,1582799458.273795,3571943,8,0
5,StockLevel,1582799458.274890,3568849,6,0
2,Payment,1582799458.275982,3571903,1,0
2,Payment,1582799458.275982,3568047,3,0
1,NewOrder,1582799458.277071,3581791,5,0
2,Payment,1582799458.278152,3570828,7,0
3,OrderStatus,1582799458.279242,3566723,6,0
2,Payment,1582799458.280332,3568486,3,0
1,NewOrder,1582799458.281423,3598573,9,0
4,Delivery,1582799458.282509,3604900,8,0
2,Payment,1582799458.283595,3566485,6,0
2,Payment,1582799458.284684,3571200,1,0
1,NewOrder,1582799458.285773,3576102,3,0
1,NewOrder,1582799458.286837,3578146,7,0
2,Payment,1582799458.287927,3566730,6,0
1,NewOrder,1582799458.287930,3579084,4,0
2,Payment,1582799458.289018,3570021,6,0
1,NewOrder,1582799458.290108,3604680,1,0
2,Payment,1582799458.291205,3571498,5,0
2,Payment,1582799458.292300,3571626,6,0
3,OrderStatus,1582799458.293385,3570633,3,0
2,Payment,1582799458.294478,3572032,5,0
1,NewOrder,1582799458.295579,3587824,6,0
1,NewOrder,1582799458.296675,3588455,3,0
2,Payment,1582799458.297772,3571483,7,0
4,Delivery,1582799458.298841,3642811,0,0
2,Payment,1582799458.299934,3570807,5,0
2,Payment,1582799458.299938,3571464,4,0
2,Payment,1582799458.301060,3572453,7,0
2,Payment,1582799458.302153,3573278,5,0
1,NewOrder,1582799458.303250,3589230,4,0
1,NewOrder,1582799458.304346,3589159,7,0
4,Delivery,1582799458.305438,3604670,5,0
4,Delivery,1582799458.306530,3650437,9,0
1,NewOrder,1582799458.307623,3595576,6,0
4,Delivery,1582799458.308718,3612771,3,0
3,OrderStatus,1582799458.309816,3580143,8,0
2,Payment,1582799458.310902,3582892,8,0
1,NewOrder,1582799458.311993,3602308,2,0
1,NewOrder,1582799458.311993,3597525,4,0
2,Payment,1582799458.313087,3584720,7,0
1,NewOrder,1582799458.314175,3601019,8,0
5,StockLevel,1582799458.315269,3586814,1,0
2,Payment,1582799458.316356,3585265,7,0
2,Payment,1582799458.317441,3588784,7,0
4,Delivery,1582799458.318530,3663168,1,0
1,NewOrder,1582799458.319622,3596466,6,0
1,NewOrder,1582799458.320729,3595360,7,0
1,NewOrder,1582799458.321830,3604132,4,0
1,NewOrder,1582799458.322922,3598559,5,0
4,Delivery,1582799458.324011,3667380,2,0
1,NewOrder,1582799458.324011,3608122,8,0
1,NewOrder,1582799458.325107,3610347,7,0
1,NewOrder,1582799458.326197,3604180,6,0
4,Delivery,1582799458.327283,3628426,5,0
2,Payment,1582799458.328379,3597307,3,0
2,Payment,1582799458.329470,3600351,3,0
4,Delivery,1582799458.330560,3631458,4,0
2,Payment,1582799458.331648,3602245,3,0
1,NewOrder,1582799458.332737,3615605,6,0
1,NewOrder,1582799458.333830,3613774,8,0
2,Payment,1582799458.334927,3603767,3,0
1,NewOrder,1582799458.334931,3615962,7,0
2,Payment,1582799458.336027,3607601,3,0
5,StockLevel,1582799458.337118,3612457,0,0
1,NewOrder,1582799458.338206,3619238,3,0
1,NewOrder,1582799458.339294,3633198,8,0
2,Payment,1582799458.340381,3612358,6,0
2,Payment,1582799458.341471,3617202,0,0
1,NewOrder,1582799458.342562,3621958,7,0
2,Payment,1582799458.343654,3613368,6,0
2,Payment,1582799458.344738,3615411,5,0
2,Payment,1582799458.345841,3620041,9,0
1,NewOrder,1582799458.346927,3632455,6,0
1,NewOrder,1582799458.346930,3625786,3,0
1,NewOrder,1582799458.348016,3638616,0,0
2,Payment,1582799458.349109,3615400,5,0
1,NewOrder,1582799458.350199,3629582,4,0
2,Payment,1582799458.351322,3617314,5,0
1,NewOrder,1582799458.352450,3632758,7,0
2,Payment,1582799458.353544,3621212,9,0
1,NewOrder,1582799458.354635,3626362,5,0
2,Payment,1582799458.355729,3622238,8,0
2,Payment,1582799458.356837,3620007,3,0
2,Payment,1582799458.357929,3624819,9,0
2,Payment,1582799458.357932,3622652,3,0
5,StockLevel,1582799458.359019,3625019,8,0
1,NewOrder,1582799458.360105,3639100,6,0
4,Delivery,1582799458.361198,3656292,4,0
4,Delivery,1582799458.362320,3655691,3,0
5,StockLevel,1582799458.363410,3622284,5,0
2,Payment,1582799458.364503,3626468,1,0
2,Payment,1582799458.365596,3627556,9,0
4,Delivery,1582799458.366720,3659291,8,0
2,Payment,1582799458.367811,3622256,7,0
1,NewOrder,1582799458.368901,3638308,5,0
2,Payment,1582799458.369986,3625933,0,0
2,Payment,1582799458.369986,3624158,7,0
1,NewOrder,1582799458.371079,3645758,1,0
2,Payment,1582799458.372169,3628439,2,0
1,NewOrder,1582799458.373254,3649383,9,0
2,Payment,1582799458.374352,3623864,7,0
2,Payment,1582799458.375443,3628059,0,0
2,Payment,1582799458.376530,3625951,7,0
2,Payment,1582799458.377624,3625874,6,0
1,NewOrder,1582799458.378759,3646228,2,0
2,Payment,1582799458.379840,3626916,7,0
2,Payment,1582799458.380931,3626793,6,0
2,Payment,1582799458.380933,3630701,0,0
2,Payment,1582799458.382026,3629492,7,0
3,OrderStatus,1582799458.383114,3626431,5,0
1,NewOrder,1582799458.384209,3634646,6,0
2,Payment,1582799458.385303,3628341,5,0
5,StockLevel,1582799458.386402,3629419,7,0
2,Payment,1582799458.387490,3634032,0,0
5,StockLevel,1582799458.388584,3629772,5,0
1,NewOrder,1582799458.389676,3636408,7,0
2,Payment,1582799458.390769,3635322,1,0
2,Payment,1582799458.391846,3629768,4,0
1,NewOrder,1582799458.392960,3642228,3,0
1,NewOrder,1582799458.392961,3640815,5,0
2,Payment,1582799458.394055,3629494,6,0
2,Payment,1582799458.395189,3633733,0,0
1,NewOrder,1582799458.396279,3646151,4,0
2,Payment,1582799458.397371,3633271,9,0
1,NewOrder,1582799458.398462,3642758,6,0
1,NewOrder,1582799458.399553,3654438,2,0
2,Payment,1582799458.400652,3630052,8,0
2,Payment,1582799458.401749,3631331,7,0
2,Payment,1582799458.402841,3631486,1,0
2,Payment,1582799458.403933,3633137,0,0
2,Payment,1582799458.403936,3634746,9,0
1,NewOrder,1582799458.405027,3643463,8,0
1,NewOrder,1582799458.406121,3652150,7,0
2,Payment,1582799458.407211,3630583,5,0
1,NewOrder,1582799458.408299,3661496,1,0
2,Payment,1582799458.409385,3630005,3,0
1,NewOrder,1582799458.410476,3646177,0,0
1,NewOrder,1582799458.411564,3638063,5,0
2,Payment,1582799458.412653,3635981,9,0
4,Delivery,1582799458.413750,3660702,3,0
1,NewOrder,1582799458.414842,3646765,6,0
2,Payment,1582799458.415934,3630707,4,0
1,NewOrder,1582799458.415937,3647530,4,0
5,StockLevel,1582799458.417033,3638238,8,0
1,NewOrder,1582799458.418124,3662171,9,0
1,NewOrder,1582799458.419219,3647320,5,0
5,StockLevel,1582799458.420320,3641761,2,0
2,Payment,1582799458.421418,3638895,8,0
2,Payment,1582799458.422513,3644077,0,0
1,NewOrder,1582799458.423637,3649234,7,0
2,Payment,1582799458.424722,3640169,8,0
1,NewOrder,1582799458.425821,3647115,6,0
1,NewOrder,1582799458.426904,3663334,2,0
2,Payment,1582799458.427991,3639389,4,0
1,NewOrder,1582799458.427991,3659512,8,0
2,Payment,1582799458.429085,3641545,5,0
1,NewOrder,1582799458.430210,3673058,0,0
1,NewOrder,1582799458.431297,3649598,4,0
2,Payment,1582799458.432387,3644807,1,0
1,NewOrder,1582799458.433479,3653502,5,0
3,OrderStatus,1582799458.434569,3641157,7,0
2,Payment,1582799458.435657,3641506,6,0
5,StockLevel,1582799458.436750,3642970,3,0
1,NewOrder,1582799458.437844,3657500,7,0
5,StockLevel,1582799458.438933,3643390,6,0
2,Payment,1582799458.438936,3641587,1,0
2,Payment,1582799458.440026,3643812,3,0
1,NewOrder,1582799458.441167,3676390,9,0
2,Payment,1582799458.442266,3642408,1,0
2,Payment,1582799458.443361,3641926,4,0
1,NewOrder,1582799458.444454,3658701,6,0
2,Payment,1582799458.445550,3642242,3,0
2,Payment,1582799458.446637,3641990,1,0
2,Payment,1582799458.447728,3641352,4,0
2,Payment,1582799458.448823,3642172,5,0
1,NewOrder,1582799458.449905,3676283,8,0
2,Payment,1582799458.450989,3640826,3,0
1,NewOrder,1582799458.450989,3656791,1,0
2,Payment,1582799458.452077,3640859,4,0
1,NewOrder,1582799458.453181,3672659,2,0
1,NewOrder,1582799458.454274,3646343,5,0
5,StockLevel,1582799458.455364,3641213,3,0
2,Payment,1582799458.456518,3639837,4,0
2,Payment,1582799458.457602,3642575,7,0
5,StockLevel,1582799458.458690,3643472,4,0
2,Payment,1582799458.459787,3640769,3,0
2,Payment,1582799458.460845,3644178,7,0
1,NewOrder,1582799458.461932,3657879,3,0
2,Payment,1582799458.461934,3642490,5,0
1,NewOrder,1582799458.463023,3655600,4,0
2,Payment,1582799458.464115,3646139,6,0
1,NewOrder,1582799458.465207,3657616,0,0
2,Payment,1582799458.466301,3642121,5,0
2,Payment,1582799458.467393,3642386,7,0
3,OrderStatus,1582799458.468497,3641431,1,0
1,NewOrder,1582799458.469593,3651513,5,0
1,NewOrder,1582799458.470686,3658821,7,0
3,OrderStatus,1582799458.471793,3640421,1,0
1,NewOrder,1582799458.472910,3672449,6,0
1,NewOrder,1582799458.474018,3656648,1,0
1,NewOrder,1582799458.474018,3684692,9,0
1,NewOrder,1582799458.475105,3658411,4,0
2,Payment,1582799458.476196,3647643,3,0
2,Payment,1582799458.477278,3648096,5,0
1,NewOrder,1582799458.478379,3668589,0,0
1,NewOrder,1582799458.479486,3660168,3,0
4,Delivery,1582799458.480579,3677540,5,0
2,Payment,1582799458.481662,3652225,2,0
1,NewOrder,1582799458.482753,3668021,8,0
1,NewOrder,1582799458.483844,3670316,7,0
1,NewOrder,1582799458.484935,3677877,1,0
1,NewOrder,1582799458.484937,3662515,4,0
1,NewOrder,1582799458.486026,3674620,2,0
1,NewOrder,1582799458.487121,3666621,3,0
1,NewOrder,1582799458.488210,3672386,6,0
5,StockLevel,1582799458.489298,3662707,0,0
2,Payment,1582799458.490385,3660811,4,0
2,Payment,1582799458.491472,3664117,8,0
1,NewOrder,1582799458.492561,3669790,4,0
1,NewOrder,1582799458.493644,3681150,0,0
1,NewOrder,1582799458.494725,3676861,3,0
2,Payment,1582799458.495822,3667511,7,0
1,NewOrder,1582799458.496904,3677128,8,0
2,Payment,1582799458.497993,3663893,5,0
2,Payment,1582799458.497994,3670015,9,0
1,NewOrder,1582799458.499087,3684618,6,0
1,NewOrder,1582799458.500176,3697729,2,0
1,NewOrder,1582799458.501268,3673488,5,0
1,NewOrder,1582799458.502359,3680632,4,0
2,Payment,1582799458.503447,3666596,1,0
2,Payment,1582799458.504534,3667849,7,0
2,Payment,1582799458.505657,3669651,9,0
1,NewOrder,1582799458.506746,3674855,1,0
1,NewOrder,1582799458.507839,3678417,3,0
1,NewOrder,1582799458.508930,3698760,7,0
2,Payment,1582799458.508932,3670016,8,0
1,NewOrder,1582799458.510019,3674508,5,0
1,NewOrder,1582799458.511109,3685380,0,0
1,NewOrder,1582799458.512193,3689958,9,0
1,NewOrder,1582799458.513278,3679336,8,0
1,NewOrder,1582799458.514366,3690484,1,0
1,NewOrder,1582799458.515452,3686058,4,0
2,Payment,1582799458.516539,3675054,6,0
2,Payment,1582799458.517629,3671112,5,0
2,Payment,1582799458.518720,3672477,3,0
2,Payment,1582799458.519810,3672929,5,0
2,Payment,1582799458.520897,3674049,3,0
4,Delivery,1582799458.522003,3722271,6,0
3,OrderStatus,1582799458.522003,3673191,8,0
1,NewOrder,1582799458.523094,3688183,5,0
2,Payment,1582799458.524186,3674799,3,0
1,NewOrder,1582799458.525277,3687434,8,0
2,Payment,1582799458.526364,3675514,0,0
1,NewOrder,1582799458.527460,3697709,2,0
1,NewOrder,1582799458.528548,3682105,3,0
2,Payment,1582799458.529634,3675441,4,0
1,NewOrder,1582799458.530728,3705458,0,0
2,Payment,1582799458.531832,3678183,9,0
1,NewOrder,1582799458.532923,3682705,1,0
2,Payment,1582799458.534017,3674640,4,0
1,NewOrder,1582799458.534018,3697465,7,0
1,NewOrder,1582799458.535114,3690335,4,0
1,NewOrder,1582799458.536212,3712360,9,0
1,NewOrder,1582799458.537305,3689390,3,0
1,NewOrder,1582799458.538389,3686947,5,0
5,StockLevel,1582799458.539473,3679903,8,0
2,Payment,1582799458.540571,3679330,1,0
2,Payment,1582799458.541654,3686419,8,0
1,NewOrder,1582799458.542745,3694427,1,0
2,Payment,1582799458.543839,3690033,2,0
2,Payment,1582799458.544928,3684555,5,0
2,Payment,1582799458.544930,3684585,4,0
1,NewOrder,1582799458.546017,3692255,3,0
1,NewOrder,1582799458.547108,3709973,8,0
2,Payment,1582799458.548201,3685168,5,0
1,NewOrder,1582799458.549286,3701534,4,0
1,NewOrder,1582799458.550370,3698901,7,0
3,OrderStatus,1582799458.551466,3683918,5,0
1,NewOrder,1582799458.552558,3708466,2,0
2,Payment,1582799458.553650,3685580,5,0
3,OrderStatus,1582799458.554755,3685590,0,0
1,NewOrder,1582799458.555837,3696812,1,0
5,StockLevel,1582799458.556925,3686067,3,0
1,NewOrder,1582799458.558014,3701065,5,0
1,NewOrder,1582799458.558015,3723901,0,0
2,Payment,1582799458.559104,3689583,3,0
1,NewOrder,1582799458.560196,3695217,6,0
3,OrderStatus,1582799458.561288,3689429,9,0
1,NewOrder,1582799458.562383,3707607,3,0
2,Payment,1582799458.563480,3689836,7,0
1,NewOrder,1582799458.564574,3711493,9,0
2,Payment,1582799458.565666,3689287,4,0
1,NewOrder,1582799458.566761,3700132,1,0
2,Payment,1582799458.567847,3690780,7,0
1,NewOrder,1582799458.568931,3703689,4,0
2,Payment,1582799458.568933,3692619,6,0
1,NewOrder,1582799458.570036,3722305,8,0
2,Payment,1582799458.571126,3693351,7,0
2,Payment,1582799458.572219,3691012,5,0
2,Payment,1582799458.573308,3693433,2,0
2,Payment,1582799458.574396,3691969,6,0
2,Payment,1582799458.575521,3692116,5,0
5,StockLevel,1582799458.576612,3693238,7,0
1,NewOrder,1582799458.577708,3707183,6,0
2,Payment,1582799458.578824,3692659,2,0
1,NewOrder,1582799458.579917,3697330,1,0
1,NewOrder,1582799458.581011,3696151,5,0
1,NewOrder,1582799458.581012,3697164,7,0
1,NewOrder,1582799458.582104,3721811,3,0
1,NewOrder,1582799458.583195,3699362,2,0
1,NewOrder,1582799458.584285,3702142,4,0
1,NewOrder,1582799458.585375,3730207,9,0
1,NewOrder,1582799458.586464,3701757,5,0
2,Payment,1582799458.587555,3693953,1,0
2,Payment,1582799458.588648,3695864,7,0
2,Payment,1582799458.589739,3695818,1,0
1,NewOrder,1582799458.590825,3720101,0,0
2,Payment,1582799458.591909,3694570,2,0
1,NewOrder,1582799458.592999,3714743,7,0
1,NewOrder,1582799458.592999,3706283,6,0
1,NewOrder,1582799458.594090,3713651,1,0
1,NewOrder,1582799458.595181,3708027,4,0
2,Payment,1582799458.596263,3694146,2,0
1,NewOrder,1582799458.597354,3708218,5,0
2,Payment,1582799458.598448,3696472,2,0
1,NewOrder,1582799458.599539,3716417,8,0
1,NewOrder,1582799458.600629,3707194,2,0
1,NewOrder,1582799458.601725,3716127,6,0
2,Payment,1582799458.602832,3703821,4,0
1,NewOrder,1582799458.603920,3743831,3,0
5,StockLevel,1582799458.605005,3705486,5,0
2,Payment,1582799458.605005,3705348,4,0
2,Payment,1582799458.606093,3705885,7,0
1,NewOrder,1582799458.607181,3714792,1,0
4,Delivery,1582799458.608267,3737601,2,0
3,OrderStatus,1582799458.609356,3703389,4,0
1,NewOrder,1582799458.610446,3719600,5,0
2,Payment,1582799458.611538,3709330,0,0
2,Payment,1582799458.612624,3704102,7,0
1,NewOrder,1582799458.613714,3718147,4,0
4,Delivery,1582799458.614824,3764285,9,0
2,Payment,1582799458.615916,3708966,8,0
2,Payment,1582799458.617011,3704222,7,0
1,NewOrder,1582799458.617012,3715257,6,0
2,Payment,1582799458.618102,3711439,0,0
3,OrderStatus,1582799458.619193,3704470,7,0
2,Payment,1582799458.620273,3706833,1,0
3,OrderStatus,1582799458.621362,3704807,7,0
4,Delivery,1582799458.622452,3770771,8,0
1,NewOrder,1582799458.623542,3719611,7,0
2,Payment,1582799458.624637,3706564,1,0
1,NewOrder,1582799458.625732,3724257,0,0
1,NewOrder,1582799458.626849,3716513,5,0
3,OrderStatus,1582799458.627951,3705746,1,0
1,NewOrder,1582799458.627951,3714420,4,0
2,Payment,1582799458.629040,3708186,6,0
3,OrderStatus,1582799458.630131,3706296,1,0
2,Payment,1582799458.631224,3709379,1,0
1,NewOrder,1582799458.632313,3714155,6,0
2,Payment,1582799458.633402,3711594,1,0
2,Payment,1582799458.634485,3711994,4,0
1,NewOrder,1582799458.635576,3725531,7,0
1,NewOrder,1582799458.636664,3722818,5,0
2,Payment,1582799458.637759,3711758,1,0
2,Payment,1582799458.638837,3711185,2,0
2,Payment,1582799458.639927,3710985,4,0
5,StockLevel,1582799458.639929,3711720,6,0
2,Payment,1582799458.641009,3715930,3,0
1,NewOrder,1582799458.642101,3725099,1,0
2,Payment,1582799458.643194,3716101,0,0
1,NewOrder,1582799458.644286,3727596,2,0
4,Delivery,1582799458.645378,3740458,4,0
1,NewOrder,1582799458.646473,3725017,6,0
4,Delivery,1582799458.647567,3786665,3,0
2,Payment,1582799458.648652,3719315,0,0
1,NewOrder,1582799458.649746,3720381,5,0
1,NewOrder,1582799458.650842,3722901,7,0
1,NewOrder,1582799458.651930,3725556,1,0
2,Payment,1582799458.651932,3724456,0,0
2,Payment,1582799458.653022,3721190,5,0
1,NewOrder,1582799458.654112,3733589,6,0
5,StockLevel,1582799458.655208,3726429,2,0
3,OrderStatus,1582799458.656303,3719708,7,0
1,NewOrder,1582799458.657399,3736118,5,0
5,StockLevel,1582799458.658493,3722720,7,0
5,StockLevel,1582799458.659585,3728116,0,0
2,Payment,1582799458.660677,3720645,1,0
1,NewOrder,1582799458.661773,3730109,9,0
2,Payment,1582799458.662838,3722791,7,0
2,Payment,1582799458.663928,3721692,1,0
2,Payment,1582799458.663931,3726169,2,0
1,NewOrder,1582799458.665023,3746687,1,0
2,Payment,1582799458.666118,3724014,7,0
2,Payment,1582799458.667202,3722857,4,0
2,Payment,1582799458.668291,3728675,0,0
1,NewOrder,1582799458.669380,3737493,6,0
2,Payment,1582799458.670468,3723788,4,0
2,Payment,1582799458.671558,3728379,2,0
2,Payment,1582799458.672645,3721988,7,0
2,Payment,1582799458.673735,3722248,9,0
1,NewOrder,1582799458.674833,3738808,8,0
1,NewOrder,1582799458.675923,3733299,5,0
1,NewOrder,1582799458.677026,3727842,4,0
2,Payment,1582799458.677027,3722210,7,0
2,Payment,1582799458.678119,3722211,9,0
2,Payment,1582799458.679214,3728159,0,0
2,Payment,1582799458.680309,3723779,7,0
1,NewOrder,1582799458.681402,3746806,2,0
1,NewOrder,1582799458.682492,3728544,9,0
2,Payment,1582799458.683609,3724898,7,0
1,NewOrder,1582799458.684699,3734618,4,0
2,Payment,1582799458.685789,3724955,6,0
2,Payment,1582799458.686831,3728005,0,0
2,Payment,1582799458.687918,3725231,7,0
1,NewOrder,1582799458.689008,3730605,5,0
3,OrderStatus,1582799458.689008,3724141,6,0
4,Delivery,1582799458.690103,3755860,9,0
2,Payment,1582799458.691195,3729644,1,0
1,NewOrder,1582799458.692296,3737410,6,0
2,Payment,1582799458.693418,3724011,7,0
5,StockLevel,1582799458.694513,3723719,8,0
1,NewOrder,1582799458.695599,3741246,0,0
1,NewOrder,1582799458.696700,3733751,7,0
2,Payment,1582799458.697796,3725027,8,0
2,Payment,1582799458.698979,3724665,4,0
1,NewOrder,1582799458.698980,3738035,5,0
1,NewOrder,1582799458.700065,3745483,1,0
1,NewOrder,1582799458.701154,3739286,8,0
2,Payment,1582799458.702243,3725393,4,0
2,Payment,1582799458.703334,3728292,4,0
1,NewOrder,1582799458.704424,3770158,2,0
1,NewOrder,1582799458.705518,3735046,6,0
1,NewOrder,1582799458.706611,3735748,7,0
2,Payment,1582799458.707700,3727942,4,0
1,NewOrder,1582799458.708816,3749914,3,0
1,NewOrder,1582799458.709907,3740049,4,0
5,StockLevel,1582799458.711018,3735802,0,0
2,Payment,1582799458.711018,3729558,5,0
1,NewOrder,1582799458.712104,3740009,8,0
5,StockLevel,1582799458.713199,3731910,6,0
2,Payment,1582799458.714283,3729728,5,0
2,Payment,1582799458.715361,3731274,7,0
5,StockLevel,1582799458.716446,3732039,5,0
1,NewOrder,1582799458.717534,3748533,6,0
2,Payment,1582799458.718624,3735258,1,0
2,Payment,1582799458.719722,3730226,9,0
2,Payment,1582799458.720832,3730182,7,0
1,NewOrder,1582799458.721927,3750852,0,0
2,Payment,1582799458.721930,3730737,5,0
1,NewOrder,1582799458.723020,3738229,9,0
1,NewOrder,1582799458.724112,3736114,4,0
2,Payment,1582799458.725205,3730603,7,0
1,NewOrder,1582799458.726298,3743878,8,0
5,StockLevel,1582799458.727378,3730023,5,0
1,NewOrder,1582799458.728471,3751116,1,0
1,NewOrder,1582799458.729563,3745648,7,0
2,Payment,1582799458.730653,3730815,5,0
1,NewOrder,1582799458.731745,3768653,3,0
1,NewOrder,1582799458.732837,3747152,4,0
3,OrderStatus,1582799458.733925,3729445,9,0
1,NewOrder,1582799458.735015,3738363,5,0
2,Payment,1582799458.735015,3732193,9,0
5,StockLevel,1582799458.736107,3735257,6,0
1,NewOrder,1582799458.737200,3741717,9,0
1,NewOrder,1582799458.738289,3746989,8,0
1,NewOrder,1582799458.739383,3746956,6,0
1,NewOrder,1582799458.740480,3750623,0,0
2,Payment,1582799458.741575,3735787,5,0
1,NewOrder,1582799458.742674,3766030,2,0
5,StockLevel,1582799458.743769,3738343,7,0
5,StockLevel,1582799458.744837,3737706,5,0
2,Payment,1582799458.745922,3736679,9,0
1,NewOrder,1582799458.747054,3758913,1,0
1,NewOrder,1582799458.747055,3753487,4,0
2,Payment,1582799458.748143,3738409,7,0
1,NewOrder,1582799458.749236,3745890,5,0
1,NewOrder,1582799458.750324,3748068,9,0
1,NewOrder,1582799458.751414,3753630,8,0
2,Payment,1582799458.752506,3737668,6,0
5,StockLevel,1582799458.753593,3738538,7,0
1,NewOrder,1582799458.754691,3755498,6,0
2,Payment,1582799458.755780,3739847,0,0
3,OrderStatus,1582799458.756838,3737620,7,0
2,Payment,1582799458.757919,3740692,7,0
1,NewOrder,1582799458.759005,3748745,5,0
1,NewOrder,1582799458.759005,3748504,0,0
2,Payment,1582799458.760093,3742474,9,0
1,NewOrder,1582799458.761184,3756074,7,0
1,NewOrder,1582799458.762290,3759351,3,0
1,NewOrder,1582799458.763428,3785110,4,0
1,NewOrder,1582799458.764518,3766054,9,0
2,Payment,1582799458.765611,3742969,8,0
2,Payment,1582799458.766750,3747899,1,0
2,Payment,1582799458.767837,3744997,0,0
3,OrderStatus,1582799458.768928,3741230,5,0
2,Payment,1582799458.768931,3743796,8,0
1,NewOrder,1582799458.770030,3753296,2,0
1,NewOrder,1582799458.771118,3755952,5,0
2,Payment,1582799458.772205,3742157,6,0
2,Payment,1582799458.773330,3743445,8,0
1,NewOrder,1582799458.774438,3750988,0,0
1,NewOrder,1582799458.775527,3752149,6,0
2,Payment,1582799458.776617,3745276,1,0
2,Payment,1582799458.777703,3743381,8,0
1,NewOrder,1582799458.778797,3748839,7,0
2,Payment,1582799458.779893,3745236,8,0
1,NewOrder,1582799458.780986,3775478,3,0
2,Payment,1582799458.780987,3744882,1,0
2,Payment,1582799458.782080,3745492,2,0
2,Payment,1582799458.783170,3745752,8,0
1,NewOrder,1582799458.784254,3753062,0,0
1,NewOrder,1582799458.785350,3760279,1,0
2,Payment,1582799458.786437,3748973,5,0
1,NewOrder,1582799458.787533,3752297,2,0
2,Payment,1582799458.788634,3743480,7,0
2,Payment,1582799458.789777,3742334,6,0
1,NewOrder,1582799458.790835,3755136,8,0
2,Payment,1582799458.791921,3746913,9,0
2,Payment,1582799458.793014,3743521,7,0
2,Payment,1582799458.793014,3743521,6,0
2,Payment,1582799458.794127,3753158,5,0
2,Payment,1582799458.795279,3745864,7,0
1,NewOrder,1582799458.796372,3753714,6,0
2,Payment,1582799458.797459,3744656,0,0
